MembershipTypeName_Financial,PurchaseDate1,Textbox2,NetPricePaid,AvgNetPricePaid,PromotionCodeCount,Textbox3,Textbox42,Textbox43,Textbox44,Textbox4,Textbox37,Textbox38,Textbox39
24 Hour Kiosk,2017-02-10,257,0.00,0.00,0,22984,"83,225.00",3.62,41,107743,"411,225.42",3.82,546
24 Hour Kiosk,2017-02-11,571,"2,855.00",5.00,0,22984,"83,225.00",3.62,41,107743,"411,225.42",3.82,546
24 Hour Kiosk,2017-02-12,557,"2,780.00",4.99,1,22984,"83,225.00",3.62,41,107743,"411,225.42",3.82,546
24 Hour Kiosk,2017-02-13,164,820.00,5.00,0,22984,"83,225.00",3.62,41,107743,"411,225.42",3.82,546
24 Hour Kiosk,2017-02-14,45,225.00,5.00,0,22984,"83,225.00",3.62,41,107743,"411,225.42",3.82,546
24 Hour Kiosk,2017-02-15,109,540.00,4.95,1,22984,"83,225.00",3.62,41,107743,"411,225.42",3.82,546
24 Hour Kiosk,2017-02-16,129,620.00,4.81,0,22984,"83,225.00",3.62,41,107743,"411,225.42",3.82,546
24 Hour Kiosk,2017-02-17,130,0.00,0.00,1,22984,"83,225.00",3.62,41,107743,"411,225.42",3.82,546
24 Hour Kiosk,2017-02-18,638,"3,175.00",4.98,0,22984,"83,225.00",3.62,41,107743,"411,225.42",3.82,546
24 Hour Kiosk,2017-02-19,535,"2,670.00",4.99,1,22984,"83,225.00",3.62,41,107743,"411,225.42",3.82,546
24 Hour Kiosk,2017-02-20,16,80.00,5.00,0,22984,"83,225.00",3.62,41,107743,"411,225.42",3.82,546
24 Hour Kiosk,2017-02-21,174,870.00,5.00,0,22984,"83,225.00",3.62,41,107743,"411,225.42",3.82,546
24 Hour Kiosk,2017-02-22,170,850.00,5.00,0,22984,"83,225.00",3.62,41,107743,"411,225.42",3.82,546
24 Hour Kiosk,2017-02-23,212,"1,060.00",5.00,0,22984,"83,225.00",3.62,41,107743,"411,225.42",3.82,546
24 Hour Kiosk,2017-02-24,456,0.00,0.00,0,22984,"83,225.00",3.62,41,107743,"411,225.42",3.82,546
24 Hour Kiosk,2017-02-25,550,"2,740.00",4.98,2,22984,"83,225.00",3.62,41,107743,"411,225.42",3.82,546
24 Hour Kiosk,2017-02-26,492,"2,460.00",5.00,0,22984,"83,225.00",3.62,41,107743,"411,225.42",3.82,546
24 Hour Kiosk,2017-02-27,158,790.00,5.00,0,22984,"83,225.00",3.62,41,107743,"411,225.42",3.82,546
24 Hour Kiosk,2017-02-28,138,680.00,4.93,2,22984,"83,225.00",3.62,41,107743,"411,225.42",3.82,546
24 Hour Kiosk,2017-03-01,145,725.00,5.00,0,22984,"83,225.00",3.62,41,107743,"411,225.42",3.82,546
24 Hour Kiosk,2017-03-02,142,705.00,4.96,1,22984,"83,225.00",3.62,41,107743,"411,225.42",3.82,546
24 Hour Kiosk,2017-03-03,332,0.00,0.00,0,22984,"83,225.00",3.62,41,107743,"411,225.42",3.82,546
24 Hour Kiosk,2017-03-04,164,815.00,4.97,1,22984,"83,225.00",3.62,41,107743,"411,225.42",3.82,546
24 Hour Kiosk,2017-03-05,5,25.00,5.00,0,22984,"83,225.00",3.62,41,107743,"411,225.42",3.82,546
24 Hour Kiosk,2017-03-06,48,240.00,5.00,0,22984,"83,225.00",3.62,41,107743,"411,225.42",3.82,546
24 Hour Kiosk,2017-03-07,77,385.00,5.00,0,22984,"83,225.00",3.62,41,107743,"411,225.42",3.82,546
24 Hour Kiosk,2017-03-08,104,520.00,5.00,0,22984,"83,225.00",3.62,41,107743,"411,225.42",3.82,546
24 Hour Kiosk,2017-03-09,152,745.00,4.90,0,22984,"83,225.00",3.62,41,107743,"411,225.42",3.82,546
24 Hour Kiosk,2017-03-10,197,0.00,0.00,0,22984,"83,225.00",3.62,41,107743,"411,225.42",3.82,546
24 Hour Kiosk,2017-03-11,101,495.00,4.90,2,22984,"83,225.00",3.62,41,107743,"411,225.42",3.82,546
24 Hour Kiosk,2017-03-12,292,"1,455.00",4.98,1,22984,"83,225.00",3.62,41,107743,"411,225.42",3.82,546
24 Hour Kiosk,2017-03-13,275,"1,370.00",4.98,1,22984,"83,225.00",3.62,41,107743,"411,225.42",3.82,546
24 Hour Kiosk,2017-03-14,315,"1,575.00",5.00,0,22984,"83,225.00",3.62,41,107743,"411,225.42",3.82,546
24 Hour Kiosk,2017-03-15,336,"1,680.00",5.00,0,22984,"83,225.00",3.62,41,107743,"411,225.42",3.82,546
24 Hour Kiosk,2017-03-16,307,"1,530.00",4.98,1,22984,"83,225.00",3.62,41,107743,"411,225.42",3.82,546
24 Hour Kiosk,2017-03-17,593,0.00,0.00,0,22984,"83,225.00",3.62,41,107743,"411,225.42",3.82,546
24 Hour Kiosk,2017-03-18,551,"2,740.00",4.97,3,22984,"83,225.00",3.62,41,107743,"411,225.42",3.82,546
24 Hour Kiosk,2017-03-19,598,"2,990.00",5.00,0,22984,"83,225.00",3.62,41,107743,"411,225.42",3.82,546
24 Hour Kiosk,2017-03-20,168,840.00,5.00,0,22984,"83,225.00",3.62,41,107743,"411,225.42",3.82,546
24 Hour Kiosk,2017-03-21,179,895.00,5.00,0,22984,"83,225.00",3.62,41,107743,"411,225.42",3.82,546
24 Hour Kiosk,2017-03-22,188,940.00,5.00,0,22984,"83,225.00",3.62,41,107743,"411,225.42",3.82,546
24 Hour Kiosk,2017-03-23,196,980.00,5.00,0,22984,"83,225.00",3.62,41,107743,"411,225.42",3.82,546
24 Hour Kiosk,2017-03-24,235,35.00,0.15,0,22984,"83,225.00",3.62,41,107743,"411,225.42",3.82,546
24 Hour Kiosk,2017-03-25,545,"2,725.00",5.00,0,22984,"83,225.00",3.62,41,107743,"411,225.42",3.82,546
24 Hour Kiosk,2017-03-26,578,"2,890.00",5.00,0,22984,"83,225.00",3.62,41,107743,"411,225.42",3.82,546
24 Hour Kiosk,2017-03-27,216,"1,080.00",5.00,0,22984,"83,225.00",3.62,41,107743,"411,225.42",3.82,546
24 Hour Kiosk,2017-03-28,200,"1,000.00",5.00,0,22984,"83,225.00",3.62,41,107743,"411,225.42",3.82,546
24 Hour Kiosk,2017-03-29,102,505.00,4.95,1,22984,"83,225.00",3.62,41,107743,"411,225.42",3.82,546
24 Hour Kiosk,2017-03-30,215,"1,070.00",4.98,1,22984,"83,225.00",3.62,41,107743,"411,225.42",3.82,546
24 Hour Kiosk,2017-03-31,581,0.00,0.00,0,22984,"83,225.00",3.62,41,107743,"411,225.42",3.82,546
24 Hour Pass,2017-01-01,13,65.00,5.00,0,959,"2,565.00",2.67,4,107743,"411,225.42",3.82,546
24 Hour Pass,2017-01-02,4,20.00,5.00,0,959,"2,565.00",2.67,4,107743,"411,225.42",3.82,546
24 Hour Pass,2017-01-03,4,20.00,5.00,0,959,"2,565.00",2.67,4,107743,"411,225.42",3.82,546
24 Hour Pass,2017-01-04,3,15.00,5.00,0,959,"2,565.00",2.67,4,107743,"411,225.42",3.82,546
24 Hour Pass,2017-01-05,4,20.00,5.00,0,959,"2,565.00",2.67,4,107743,"411,225.42",3.82,546
24 Hour Pass,2017-01-08,2,10.00,5.00,0,959,"2,565.00",2.67,4,107743,"411,225.42",3.82,546
24 Hour Pass,2017-01-09,7,35.00,5.00,0,959,"2,565.00",2.67,4,107743,"411,225.42",3.82,546
24 Hour Pass,2017-01-10,4,20.00,5.00,0,959,"2,565.00",2.67,4,107743,"411,225.42",3.82,546
24 Hour Pass,2017-01-11,3,15.00,5.00,0,959,"2,565.00",2.67,4,107743,"411,225.42",3.82,546
24 Hour Pass,2017-01-12,3,15.00,5.00,0,959,"2,565.00",2.67,4,107743,"411,225.42",3.82,546
24 Hour Pass,2017-01-13,8,40.00,5.00,0,959,"2,565.00",2.67,4,107743,"411,225.42",3.82,546
24 Hour Pass,2017-01-14,19,95.00,5.00,0,959,"2,565.00",2.67,4,107743,"411,225.42",3.82,546
24 Hour Pass,2017-01-15,3,15.00,5.00,0,959,"2,565.00",2.67,4,107743,"411,225.42",3.82,546
24 Hour Pass,2017-01-16,15,75.00,5.00,0,959,"2,565.00",2.67,4,107743,"411,225.42",3.82,546
24 Hour Pass,2017-01-20,2,10.00,5.00,0,959,"2,565.00",2.67,4,107743,"411,225.42",3.82,546
24 Hour Pass,2017-01-21,6,30.00,5.00,0,959,"2,565.00",2.67,4,107743,"411,225.42",3.82,546
24 Hour Pass,2017-01-22,8,40.00,5.00,0,959,"2,565.00",2.67,4,107743,"411,225.42",3.82,546
24 Hour Pass,2017-01-23,4,20.00,5.00,0,959,"2,565.00",2.67,4,107743,"411,225.42",3.82,546
24 Hour Pass,2017-01-24,6,30.00,5.00,0,959,"2,565.00",2.67,4,107743,"411,225.42",3.82,546
24 Hour Pass,2017-01-25,10,50.00,5.00,0,959,"2,565.00",2.67,4,107743,"411,225.42",3.82,546
24 Hour Pass,2017-01-26,4,20.00,5.00,0,959,"2,565.00",2.67,4,107743,"411,225.42",3.82,546
24 Hour Pass,2017-01-27,20,0.00,0.00,0,959,"2,565.00",2.67,4,107743,"411,225.42",3.82,546
24 Hour Pass,2017-01-28,34,0.00,0.00,0,959,"2,565.00",2.67,4,107743,"411,225.42",3.82,546
24 Hour Pass,2017-01-29,35,0.00,0.00,0,959,"2,565.00",2.67,4,107743,"411,225.42",3.82,546
24 Hour Pass,2017-01-30,17,0.00,0.00,0,959,"2,565.00",2.67,4,107743,"411,225.42",3.82,546
24 Hour Pass,2017-01-31,23,0.00,0.00,0,959,"2,565.00",2.67,4,107743,"411,225.42",3.82,546
24 Hour Pass,2017-02-01,29,0.00,0.00,0,959,"2,565.00",2.67,4,107743,"411,225.42",3.82,546
24 Hour Pass,2017-02-02,28,0.00,0.00,0,959,"2,565.00",2.67,4,107743,"411,225.42",3.82,546
24 Hour Pass,2017-02-03,19,0.00,0.00,0,959,"2,565.00",2.67,4,107743,"411,225.42",3.82,546
24 Hour Pass,2017-02-04,33,0.00,0.00,0,959,"2,565.00",2.67,4,107743,"411,225.42",3.82,546
24 Hour Pass,2017-02-05,10,0.00,0.00,0,959,"2,565.00",2.67,4,107743,"411,225.42",3.82,546
24 Hour Pass,2017-02-06,1,0.00,0.00,0,959,"2,565.00",2.67,4,107743,"411,225.42",3.82,546
24 Hour Pass,2017-02-07,3,15.00,5.00,0,959,"2,565.00",2.67,4,107743,"411,225.42",3.82,546
24 Hour Pass,2017-02-08,1,5.00,5.00,0,959,"2,565.00",2.67,4,107743,"411,225.42",3.82,546
24 Hour Pass,2017-02-09,3,15.00,5.00,0,959,"2,565.00",2.67,4,107743,"411,225.42",3.82,546
24 Hour Pass,2017-02-10,9,0.00,0.00,0,959,"2,565.00",2.67,4,107743,"411,225.42",3.82,546
24 Hour Pass,2017-02-11,19,95.00,5.00,0,959,"2,565.00",2.67,4,107743,"411,225.42",3.82,546
24 Hour Pass,2017-02-12,44,220.00,5.00,0,959,"2,565.00",2.67,4,107743,"411,225.42",3.82,546
24 Hour Pass,2017-02-13,1,5.00,5.00,0,959,"2,565.00",2.67,4,107743,"411,225.42",3.82,546
24 Hour Pass,2017-02-14,1,5.00,5.00,0,959,"2,565.00",2.67,4,107743,"411,225.42",3.82,546
24 Hour Pass,2017-02-15,5,25.00,5.00,0,959,"2,565.00",2.67,4,107743,"411,225.42",3.82,546
24 Hour Pass,2017-02-16,3,15.00,5.00,0,959,"2,565.00",2.67,4,107743,"411,225.42",3.82,546
24 Hour Pass,2017-02-17,9,0.00,0.00,0,959,"2,565.00",2.67,4,107743,"411,225.42",3.82,546
24 Hour Pass,2017-02-18,30,145.00,4.83,0,959,"2,565.00",2.67,4,107743,"411,225.42",3.82,546
24 Hour Pass,2017-02-19,16,80.00,5.00,0,959,"2,565.00",2.67,4,107743,"411,225.42",3.82,546
24 Hour Pass,2017-02-21,4,20.00,5.00,0,959,"2,565.00",2.67,4,107743,"411,225.42",3.82,546
24 Hour Pass,2017-02-22,1,5.00,5.00,0,959,"2,565.00",2.67,4,107743,"411,225.42",3.82,546
24 Hour Pass,2017-02-23,7,35.00,5.00,0,959,"2,565.00",2.67,4,107743,"411,225.42",3.82,546
24 Hour Pass,2017-02-24,34,0.00,0.00,0,959,"2,565.00",2.67,4,107743,"411,225.42",3.82,546
24 Hour Pass,2017-02-25,29,145.00,5.00,0,959,"2,565.00",2.67,4,107743,"411,225.42",3.82,546
24 Hour Pass,2017-02-26,9,45.00,5.00,0,959,"2,565.00",2.67,4,107743,"411,225.42",3.82,546
24 Hour Pass,2017-02-27,4,20.00,5.00,0,959,"2,565.00",2.67,4,107743,"411,225.42",3.82,546
24 Hour Pass,2017-02-28,5,25.00,5.00,0,959,"2,565.00",2.67,4,107743,"411,225.42",3.82,546
24 Hour Pass,2017-03-01,5,25.00,5.00,0,959,"2,565.00",2.67,4,107743,"411,225.42",3.82,546
24 Hour Pass,2017-03-02,1,5.00,5.00,0,959,"2,565.00",2.67,4,107743,"411,225.42",3.82,546
24 Hour Pass,2017-03-03,21,0.00,0.00,0,959,"2,565.00",2.67,4,107743,"411,225.42",3.82,546
24 Hour Pass,2017-03-04,5,25.00,5.00,0,959,"2,565.00",2.67,4,107743,"411,225.42",3.82,546
24 Hour Pass,2017-03-05,1,5.00,5.00,0,959,"2,565.00",2.67,4,107743,"411,225.42",3.82,546
24 Hour Pass,2017-03-06,1,5.00,5.00,0,959,"2,565.00",2.67,4,107743,"411,225.42",3.82,546
24 Hour Pass,2017-03-07,2,10.00,5.00,0,959,"2,565.00",2.67,4,107743,"411,225.42",3.82,546
24 Hour Pass,2017-03-08,3,15.00,5.00,0,959,"2,565.00",2.67,4,107743,"411,225.42",3.82,546
24 Hour Pass,2017-03-09,6,30.00,5.00,0,959,"2,565.00",2.67,4,107743,"411,225.42",3.82,546
24 Hour Pass,2017-03-10,11,0.00,0.00,0,959,"2,565.00",2.67,4,107743,"411,225.42",3.82,546
24 Hour Pass,2017-03-11,4,15.00,3.75,0,959,"2,565.00",2.67,4,107743,"411,225.42",3.82,546
24 Hour Pass,2017-03-12,9,45.00,5.00,0,959,"2,565.00",2.67,4,107743,"411,225.42",3.82,546
24 Hour Pass,2017-03-13,17,70.00,4.12,3,959,"2,565.00",2.67,4,107743,"411,225.42",3.82,546
24 Hour Pass,2017-03-14,28,140.00,5.00,0,959,"2,565.00",2.67,4,107743,"411,225.42",3.82,546
24 Hour Pass,2017-03-15,12,60.00,5.00,0,959,"2,565.00",2.67,4,107743,"411,225.42",3.82,546
24 Hour Pass,2017-03-16,7,35.00,5.00,0,959,"2,565.00",2.67,4,107743,"411,225.42",3.82,546
24 Hour Pass,2017-03-17,19,0.00,0.00,0,959,"2,565.00",2.67,4,107743,"411,225.42",3.82,546
24 Hour Pass,2017-03-18,15,75.00,5.00,0,959,"2,565.00",2.67,4,107743,"411,225.42",3.82,546
24 Hour Pass,2017-03-19,11,55.00,5.00,0,959,"2,565.00",2.67,4,107743,"411,225.42",3.82,546
24 Hour Pass,2017-03-20,3,15.00,5.00,0,959,"2,565.00",2.67,4,107743,"411,225.42",3.82,546
24 Hour Pass,2017-03-21,8,40.00,5.00,0,959,"2,565.00",2.67,4,107743,"411,225.42",3.82,546
24 Hour Pass,2017-03-22,5,25.00,5.00,0,959,"2,565.00",2.67,4,107743,"411,225.42",3.82,546
24 Hour Pass,2017-03-23,10,50.00,5.00,0,959,"2,565.00",2.67,4,107743,"411,225.42",3.82,546
24 Hour Pass,2017-03-24,26,0.00,0.00,0,959,"2,565.00",2.67,4,107743,"411,225.42",3.82,546
24 Hour Pass,2017-03-25,21,100.00,4.76,1,959,"2,565.00",2.67,4,107743,"411,225.42",3.82,546
24 Hour Pass,2017-03-26,15,75.00,5.00,0,959,"2,565.00",2.67,4,107743,"411,225.42",3.82,546
24 Hour Pass,2017-03-27,9,45.00,5.00,0,959,"2,565.00",2.67,4,107743,"411,225.42",3.82,546
24 Hour Pass,2017-03-28,2,10.00,5.00,0,959,"2,565.00",2.67,4,107743,"411,225.42",3.82,546
24 Hour Pass,2017-03-29,1,5.00,5.00,0,959,"2,565.00",2.67,4,107743,"411,225.42",3.82,546
24 Hour Pass,2017-03-30,1,5.00,5.00,0,959,"2,565.00",2.67,4,107743,"411,225.42",3.82,546
24 Hour Pass,2017-03-31,26,0.00,0.00,0,959,"2,565.00",2.67,4,107743,"411,225.42",3.82,546
24 Hour Pass,2017-04-01,36,0.00,0.00,0,959,"2,565.00",2.67,4,107743,"411,225.42",3.82,546
Annual Membership,2017-01-01,1,65.00,65.00,0,350,"26,958.17",77.02,56,107743,"411,225.42",3.82,546
Annual Membership,2017-01-04,1,65.00,65.00,0,350,"26,958.17",77.02,56,107743,"411,225.42",3.82,546
Annual Membership,2017-01-05,1,65.00,65.00,0,350,"26,958.17",77.02,56,107743,"411,225.42",3.82,546
Annual Membership,2017-01-09,2,120.00,60.00,1,350,"26,958.17",77.02,56,107743,"411,225.42",3.82,546
Annual Membership,2017-01-11,1,65.00,65.00,0,350,"26,958.17",77.02,56,107743,"411,225.42",3.82,546
Annual Membership,2017-01-16,1,45.00,45.00,1,350,"26,958.17",77.02,56,107743,"411,225.42",3.82,546
Annual Membership,2017-01-17,1,65.00,65.00,0,350,"26,958.17",77.02,56,107743,"411,225.42",3.82,546
Annual Membership,2017-01-18,1,65.00,65.00,0,350,"26,958.17",77.02,56,107743,"411,225.42",3.82,546
Annual Membership,2017-01-19,1,0.00,0.00,1,350,"26,958.17",77.02,56,107743,"411,225.42",3.82,546
Annual Membership,2017-01-21,2,130.00,65.00,0,350,"26,958.17",77.02,56,107743,"411,225.42",3.82,546
Annual Membership,2017-01-22,3,195.00,65.00,0,350,"26,958.17",77.02,56,107743,"411,225.42",3.82,546
Annual Membership,2017-01-23,1,65.00,65.00,0,350,"26,958.17",77.02,56,107743,"411,225.42",3.82,546
Annual Membership,2017-01-24,2,130.00,65.00,0,350,"26,958.17",77.02,56,107743,"411,225.42",3.82,546
Annual Membership,2017-01-26,2,130.00,65.00,0,350,"26,958.17",77.02,56,107743,"411,225.42",3.82,546
Annual Membership,2017-01-30,4,130.00,32.50,2,350,"26,958.17",77.02,56,107743,"411,225.42",3.82,546
Annual Membership,2017-01-31,4,130.00,32.50,2,350,"26,958.17",77.02,56,107743,"411,225.42",3.82,546
Annual Membership,2017-02-01,1,0.00,0.00,1,350,"26,958.17",77.02,56,107743,"411,225.42",3.82,546
Annual Membership,2017-02-02,6,130.00,21.67,4,350,"26,958.17",77.02,56,107743,"411,225.42",3.82,546
Annual Membership,2017-02-03,2,65.00,32.50,1,350,"26,958.17",77.02,56,107743,"411,225.42",3.82,546
Annual Membership,2017-02-04,1,65.00,65.00,0,350,"26,958.17",77.02,56,107743,"411,225.42",3.82,546
Annual Membership,2017-02-06,2,65.00,32.50,1,350,"26,958.17",77.02,56,107743,"411,225.42",3.82,546
Annual Membership,2017-02-07,2,65.00,32.50,1,350,"26,958.17",77.02,56,107743,"411,225.42",3.82,546
Annual Membership,2017-02-08,2,65.00,32.50,1,350,"26,958.17",77.02,56,107743,"411,225.42",3.82,546
Annual Membership,2017-02-09,1,65.00,65.00,0,350,"26,958.17",77.02,56,107743,"411,225.42",3.82,546
Annual Membership,2017-02-10,5,195.00,39.00,2,350,"26,958.17",77.02,56,107743,"411,225.42",3.82,546
Annual Membership,2017-02-11,1,65.00,65.00,0,350,"26,958.17",77.02,56,107743,"411,225.42",3.82,546
Annual Membership,2017-02-13,3,195.00,65.00,0,350,"26,958.17",77.02,56,107743,"411,225.42",3.82,546
Annual Membership,2017-02-15,1,65.00,65.00,0,350,"26,958.17",77.02,56,107743,"411,225.42",3.82,546
Annual Membership,2017-02-16,2,130.00,65.00,0,350,"26,958.17",77.02,56,107743,"411,225.42",3.82,546
Annual Membership,2017-02-17,1,0.00,0.00,1,350,"26,958.17",77.02,56,107743,"411,225.42",3.82,546
Annual Membership,2017-02-19,1,65.00,65.00,0,350,"26,958.17",77.02,56,107743,"411,225.42",3.82,546
Annual Membership,2017-02-21,1,65.00,65.00,0,350,"26,958.17",77.02,56,107743,"411,225.42",3.82,546
Annual Membership,2017-02-23,2,65.00,32.50,1,350,"26,958.17",77.02,56,107743,"411,225.42",3.82,546
Annual Membership,2017-02-24,1,65.00,65.00,0,350,"26,958.17",77.02,56,107743,"411,225.42",3.82,546
Annual Membership,2017-02-25,5,325.00,65.00,0,350,"26,958.17",77.02,56,107743,"411,225.42",3.82,546
Annual Membership,2017-02-26,1,65.00,65.00,0,350,"26,958.17",77.02,56,107743,"411,225.42",3.82,546
Annual Membership,2017-02-27,1,65.00,65.00,0,350,"26,958.17",77.02,56,107743,"411,225.42",3.82,546
Annual Membership,2017-02-28,3,195.00,65.00,0,350,"26,958.17",77.02,56,107743,"411,225.42",3.82,546
Annual Membership,2017-03-01,2,65.00,32.50,1,350,"26,958.17",77.02,56,107743,"411,225.42",3.82,546
Annual Membership,2017-03-02,2,130.00,65.00,0,350,"26,958.17",77.02,56,107743,"411,225.42",3.82,546
Annual Membership,2017-03-03,2,130.00,65.00,0,350,"26,958.17",77.02,56,107743,"411,225.42",3.82,546
Annual Membership,2017-03-06,2,130.00,65.00,0,350,"26,958.17",77.02,56,107743,"411,225.42",3.82,546
Annual Membership,2017-03-07,2,130.00,65.00,0,350,"26,958.17",77.02,56,107743,"411,225.42",3.82,546
Annual Membership,2017-03-08,4,260.00,65.00,0,350,"26,958.17",77.02,56,107743,"411,225.42",3.82,546
Annual Membership,2017-03-10,1,45.00,45.00,1,350,"26,958.17",77.02,56,107743,"411,225.42",3.82,546
Annual Membership,2017-03-11,1,65.00,65.00,0,350,"26,958.17",77.02,56,107743,"411,225.42",3.82,546
Annual Membership,2017-03-14,2,65.00,32.50,1,350,"26,958.17",77.02,56,107743,"411,225.42",3.82,546
Annual Membership,2017-03-16,3,130.00,43.33,1,350,"26,958.17",77.02,56,107743,"411,225.42",3.82,546
Annual Membership,2017-03-17,3,130.00,43.33,1,350,"26,958.17",77.02,56,107743,"411,225.42",3.82,546
Annual Membership,2017-03-18,4,260.00,65.00,0,350,"26,958.17",77.02,56,107743,"411,225.42",3.82,546
Annual Membership,2017-03-19,1,65.00,65.00,0,350,"26,958.17",77.02,56,107743,"411,225.42",3.82,546
Annual Membership,2017-03-21,1,65.00,65.00,0,350,"26,958.17",77.02,56,107743,"411,225.42",3.82,546
Annual Membership,2017-03-22,3,130.00,43.33,1,350,"26,958.17",77.02,56,107743,"411,225.42",3.82,546
Annual Membership,2017-03-25,1,0.00,0.00,1,350,"26,958.17",77.02,56,107743,"411,225.42",3.82,546
