User ID,Zip,Membership Type,Bike,Checkout Date,Checkout Time,Checkout Kiosk,Checkout Dock,Bike Checkout Method,Return Date,Return Time,Return Kiosk,Return Dock,Distance (Miles),Estimated Carbon Offset (lbs),Estimated Calories Burned,Duration (Minutes),Bike Model,Charge,Adjusted Duration (Minutes),Adjusted Charge
356575,77019,Annual Membership,128 CRACKED FRAME,4/30/14,11:38 PM,La Branch & Lamar,7,,4/30/14,11:52 PM,West Gray & Baldwin,5,1.20,1.14,48,14,BCycle 1.0,$0.00 ,,
356572,77019,Annual Membership,85,4/30/14,11:38 PM,La Branch & Lamar,6,,4/30/14,11:52 PM,West Gray & Baldwin,2,1.20,1.14,48,14,BCycle 1.0,$0.00 ,,
273565,77006,Annual Membership,856,4/30/14,10:55 PM,West Gray & Baldwin,6,,4/30/14,10:55 PM,West Gray & Baldwin,6,0.00,0.00,0,0,BCycle 1.0,$0.00 ,,
320961,77007,Annual Membership,850 CRACKED FRAME,4/30/14,10:55 PM,Elgin & Smith,1,,4/30/14,11:52 PM,Westheimer & Waugh,2,8.60,8.17,344,57,BCycle 1.0,$0.00 ,,
273565,77006,Annual Membership,856,4/30/14,10:42 PM,Smith & Capitol,3,,4/30/14,10:54 PM,West Gray & Baldwin,6,1.80,1.71,72,12,BCycle 1.0,$0.00 ,,
425120,77006,24 Hour Kiosk,322 CRACKED FRAME,4/30/14,10:42 PM,Smith & Capitol,1,,4/30/14,10:51 PM,West Gray & Baldwin,3,1.40,1.33,56,9,BCycle 1.0,$0.00 ,,
273564,77006,Annual Membership,243 CRACKED FRAME,4/30/14,10:42 PM,Smith & Capitol,7,,4/30/14,10:54 PM,West Gray & Baldwin,4,1.80,1.71,72,12,BCycle 1.0,$0.00 ,,
273565,77006,Annual Membership,856,4/30/14,10:42 PM,Smith & Capitol,3,,4/30/14,10:42 PM,Smith & Capitol,3,0.00,0.00,0,0,BCycle 1.0,$0.00 ,,
377646,77498,24 Hour Kiosk,884 CRACKED FRAME,4/30/14,10:32 PM,Market Square,8,,4/30/14,10:39 PM,Smith & Capitol,11,1.00,0.95,40,7,BCycle 1.0,$0.00 ,,
377646,77498,24 Hour Kiosk,322 CRACKED FRAME,4/30/14,10:32 PM,Market Square,2,,4/30/14,10:39 PM,Smith & Capitol,1,1.00,0.95,40,7,BCycle 1.0,$0.00 ,,
424525,11372,24 Hour Kiosk,358,4/30/14,9:52 PM,Smith & Capitol,1,,4/30/14,10:27 PM,Lamar & Crawford,7,5.20,4.94,208,35,BCycle 1.0,$0.00 ,,
425091,77024,24 Hour Kiosk,193 CRACKED FRAME,4/30/14,9:36 PM,Taft & Fairview,4,,4/30/14,10:22 PM,Taft & Fairview,4,3.80,3.61,152,46,BCycle 1.0,$0.00 ,,
425093,77041,24 Hour Kiosk,133 CRACKED FRAME,4/30/14,9:34 PM,Taft & Fairview,9,,4/30/14,10:22 PM,Taft & Fairview,9,3.90,3.71,156,48,BCycle 1.0,$0.00 ,,
425091,77024,24 Hour Kiosk,853 CRACKED FRAME,4/30/14,9:32 PM,Taft & Fairview,2,,4/30/14,9:35 PM,Taft & Fairview,1,0.00,0.00,0,3,BCycle 1.0,$0.00 ,,
425091,77024,24 Hour Kiosk,979 CRACKED FRAME,4/30/14,9:31 PM,Taft & Fairview,1,,4/30/14,10:22 PM,Taft & Fairview,3,4.60,4.37,184,51,BCycle 1.0,$0.00 ,,
214886,77007,Annual Membership,315,4/30/14,9:12 PM,City Hall,2,,4/30/14,9:16 PM,Sabine Bridge,9,0.60,0.57,24,4,BCycle 1.0,$0.00 ,,
320961,77007,Annual Membership,850 CRACKED FRAME,4/30/14,8:50 PM,Westheimer & Waugh,9,,4/30/14,8:59 PM,Elgin & Smith,1,1.40,1.33,56,9,BCycle 1.0,$0.00 ,,
320961,77007,Annual Membership,274 CRACKED FRAME,4/30/14,8:49 PM,Westheimer & Waugh,11,,4/30/14,8:50 PM,Westheimer & Waugh,11,0.20,0.19,8,1,BCycle 1.0,$0.00 ,,
425059,77045,24 Hour Kiosk,168 CRACKED FRAME,4/30/14,8:28 PM,Main & Dallas,2,,4/30/14,9:20 PM,Main & Dallas,2,1.30,1.24,52,52,BCycle 1.0,$0.00 ,,
425059,77045,24 Hour Kiosk,267,4/30/14,8:26 PM,Main & Dallas,3,,4/30/14,9:21 PM,Main & Dallas,3,0.80,0.76,32,55,BCycle 1.0,$0.00 ,,
216241,77266,Annual Membership,129 CRACKED FRAME,4/30/14,8:24 PM,Tellepsen YMCA,3,,4/30/14,8:41 PM,Westheimer & Waugh,14,2.60,2.47,104,17,BCycle 1.0,$0.00 ,,
273565,77006,Annual Membership,212,4/30/14,8:19 PM,West Gray & Baldwin,6,,4/30/14,8:33 PM,Smith & Capitol,15,2.10,2.00,84,14,BCycle 1.0,$0.00 ,,
273564,77006,Annual Membership,500 G CRACKED FRAME,4/30/14,8:19 PM,West Gray & Baldwin,7,,4/30/14,8:33 PM,Smith & Capitol,14,2.20,2.09,88,14,BCycle 1.0,$0.00 ,,
405001,77010,Annual Membership,358,4/30/14,8:15 PM,La Branch & Lamar,1,,4/30/14,8:27 PM,Smith & Capitol,1,1.80,1.71,72,12,BCycle 1.0,$0.00 ,,
324273,77006,Annual Membership,946 CRACKED FRAME,4/30/14,8:14 PM,Ensemble/HCC Station,2,,4/30/14,8:21 PM,Milam & Webster,1,1.00,0.95,40,7,BCycle 1.0,$0.00 ,,
425054,22020,24 Hour Kiosk,925,4/30/14,8:14 PM,Sabine Bridge,2,,4/30/14,8:41 PM,Sabine Bridge,8,4.00,3.80,160,27,BCycle 1.0,$0.00 ,,
425022,55311,24 Hour Kiosk,877 CRACKED FRAME,4/30/14,8:09 PM,Main & Dallas,7,,4/30/14,8:18 PM,Lamar & Crawford,1,1.00,0.95,40,9,BCycle 1.0,$0.00 ,,
425022,55311,24 Hour Kiosk,201,4/30/14,8:09 PM,Main & Dallas,8,,4/30/14,8:18 PM,Lamar & Crawford,2,1.00,0.95,40,9,BCycle 1.0,$0.00 ,,
419529,77003,24 Hour Kiosk,807 CRACKED FRAME,4/30/14,8:09 PM,Lamar & Milam,1,,4/30/14,8:27 PM,1919 Runnels,8,0.80,0.76,32,18,BCycle 1.0,$0.00 ,,
392058,77019,Annual Membership,798 CRACKED FRAME,4/30/14,8:05 PM,West Gray & Baldwin,3,,4/30/14,8:31 PM,La Branch & Lamar,11,3.90,3.71,156,26,BCycle 1.0,$0.00 ,,
275008,77019,Annual Membership,01736 HARVEY,4/30/14,8:05 PM,West Gray & Baldwin,5,,4/30/14,8:31 PM,La Branch & Lamar,1,2.40,2.28,96,26,BCycle 1.0,$0.00 ,,
356575,77019,Annual Membership,167,4/30/14,8:05 PM,West Gray & Baldwin,4,,4/30/14,8:19 PM,La Branch & Lamar,8,2.30,2.19,92,14,BCycle 1.0,$0.00 ,,
235271,77002,Annual Membership,205 CRACKED FRAME,4/30/14,8:05 PM,West Gray & Baldwin,10,,4/30/14,9:22 PM,West Gray & Baldwin,8,2.60,2.47,104,77,BCycle 1.0,$2.00 ,,
356572,77019,Annual Membership,183,4/30/14,8:04 PM,West Gray & Baldwin,2,,4/30/14,8:04 PM,La Branch & Lamar,10,0.00,0.00,0,0,BCycle 1.0,$0.00 ,,
377646,77498,24 Hour Kiosk,884 CRACKED FRAME,4/30/14,8:03 PM,Lamar & Crawford,2,,4/30/14,8:31 PM,Market Square,8,4.20,3.99,168,28,BCycle 1.0,$0.00 ,,
377646,77498,24 Hour Kiosk,936 CRACKED FRAME,4/30/14,8:03 PM,Lamar & Crawford,1,,4/30/14,8:31 PM,Market Square,10,4.20,3.99,168,28,BCycle 1.0,$0.00 ,,
400223,77006,Annual Membership,CRACKED FRAME 295,4/30/14,7:54 PM,Tellepsen YMCA,9,,4/30/14,8:03 PM,La Branch & Lamar,9,0.80,0.76,32,9,BCycle 1.0,$0.00 ,,
320993,77007,Annual Membership,885,4/30/14,7:35 PM,Milam & Webster,6,,4/30/14,7:53 PM,Spotts Park,14,2.70,2.57,108,18,BCycle 1.0,$0.00 ,,
320727,77076,Annual Membership,124,4/30/14,7:33 PM,Spotts Park,7,,4/30/14,8:10 PM,Spotts Park,7,5.60,5.32,224,37,BCycle 1.0,$0.00 ,,
320993,77007,Annual Membership,196 G CRACKED FRAME,4/30/14,7:30 PM,Elgin & Smith,1,,4/30/14,7:35 PM,Milam & Webster,4,0.80,0.76,32,5,BCycle 1.0,$0.00 ,,
205134,77003,Annual Membership,935 CRACKED FRAME,4/30/14,7:25 PM,Tellepsen YMCA,5,,4/30/14,7:35 PM,Rusk & St. Emanuel,9,1.50,1.43,60,10,BCycle 1.0,$0.00 ,,
205134,77003,Annual Membership,CRACKED FRAME 295,4/30/14,7:24 PM,Tellepsen YMCA,4,,4/30/14,7:24 PM,Tellepsen YMCA,9,0.00,0.00,0,0,BCycle 1.0,$0.00 ,,
